uid,title,abstract,authors,published_at,primary_category,categories,arxiv_url,pdf_url,pdf_path,status,quality_score,quality_reason,quality_reviewed_at,match_score,match_reason,match_summary,match_prompt_hash,added_at,last_updated_at
2601.11269v1,X-Distill: Cross-Architecture Vision Distillation for Visuomotor Learning,"Visuomotor policies often leverage large pre-trained Vision Transformers (ViTs) for their powerful generalization capabilities. However, their significant data requirements present a major challenge in the data-scarce context of most robotic learning settings, where compact CNNs with strong inductive biases can be more easily optimized. To address this trade-off, we introduce X-Distill, a simple yet highly effective method that synergizes the strengths of both architectures. Our approach involves an offline, cross-architecture knowledge distillation, transferring the rich visual representations of a large, frozen DINOv2 teacher to a compact ResNet-18 student on the general-purpose ImageNet dataset. This distilled encoder, now endowed with powerful visual priors, is then jointly fine-tuned with a diffusion policy head on the target manipulation tasks. Extensive experiments on $34$ simulated benchmarks and $5$ challenging real-world tasks demonstrate that our method consistently outperforms policies equipped with from-scratch ResNet or fine-tuned DINOv2 encoders. Notably, X-Distill also surpasses 3D encoders that utilize privileged point cloud observations or much larger Vision-Language Models. Our work highlights the efficacy of a simple, well-founded distillation strategy for achieving state-of-the-art performance in data-efficient robotic manipulation.",Maanping Shao; Feihong Zhang; Gu Zhang; Baiye Cheng; Zhengrong Xue; Huazhe Xu,2026-01-16T13:15:55+00:00,cs.CV,cs.CV; cs.AI,https://arxiv.org/abs/2601.11269v1,https://arxiv.org/pdf/2601.11269v1,library/pdfs/2601.11269v1.pdf,accepted,78.0,"The paper states a clear, practically important problem (data-efficient visuomotor learning) and proposes a concrete cross-architecture distillation pipeline from DINOv2 ViT to a compact ResNet encoder. It claims extensive evaluation across many simulated and real-world manipulation tasks with comparisons to strong baselines (from-scratch CNN, fine-tuned DINOv2, 3D/privileged and VLM-based encoders), indicating non-trivial empirical substance. The contribution appears incremental but well-motivated and likely valuable to the community due to simplicity, reproducibility, and demonstrated performance gains.",2026-01-20T21:25:44.855234+00:00,,,,,2026-01-20T21:25:41.781389+00:00,2026-01-20T21:25:44.950921+00:00
2601.11265v1,Sample-Near-Optimal Agnostic Boosting with Improved Running Time,"Boosting is a powerful method that turns weak learners, which perform only slightly better than random guessing, into strong learners with high accuracy. While boosting is well understood in the classic setting, it is less so in the agnostic case, where no assumptions are made about the data. Indeed, only recently was the sample complexity of agnostic boosting nearly settled arXiv:2503.09384, but the known algorithm achieving this bound has exponential running time. In this work, we propose the first agnostic boosting algorithm with near-optimal sample complexity, running in time polynomial in the sample size when considering the other parameters of the problem fixed.",Arthur da Cunha; Miakel Møller Høgsgaard; Andrea Paudice,2026-01-16T13:13:36+00:00,cs.LG,cs.LG,https://arxiv.org/abs/2601.11265v1,https://arxiv.org/pdf/2601.11265v1,,rejected,68.0,"The abstract claims a significant runtime improvement for near-optimal agnostic boosting, but provides no concrete technical details (e.g., algorithmic idea, complexity bounds beyond a vague “polynomial in sample size”), nor any indication of empirical evaluation or rigorous experiments. Without specifics on assumptions, parameters, and how near-optimality is achieved, the contribution cannot be validated from the abstract and reads too high-level for high-quality library inclusion.",2026-01-20T21:25:47.763932+00:00,,,,,2026-01-20T21:25:44.952347+00:00,2026-01-20T21:25:47.766074+00:00
2601.11262v1,Scalable Music Cover Retrieval Using Lyrics-Aligned Audio Embeddings,"Music Cover Retrieval, also known as Version Identification, aims to recognize distinct renditions of the same underlying musical work, a task central to catalog management, copyright enforcement, and music retrieval. State-of-the-art approaches have largely focused on harmonic and melodic features, employing increasingly complex audio pipelines designed to be invariant to musical attributes that often vary widely across covers. While effective, these methods demand substantial training time and computational resources. By contrast, lyrics constitute a strong invariant across covers, though their use has been limited by the difficulty of extracting them accurately and efficiently from polyphonic audio. Early methods relied on simple frameworks that limited downstream performance, while more recent systems deliver stronger results but require large models integrated within complex multimodal architectures. We introduce LIVI (Lyrics-Informed Version Identification), an approach that seeks to balance retrieval accuracy with computational efficiency. First, LIVI leverages supervision from state-of-the-art transcription and text embedding models during training to achieve retrieval accuracy on par with--or superior to--harmonic-based systems. Second, LIVI remains lightweight and efficient by removing the transcription step at inference, challenging the dominance of complexity-heavy pipelines.",Joanne Affolter; Benjamin Martin; Elena V. Epure; Gabriel Meseguer-Brocal; Frédéric Kaplan,2026-01-16T13:11:38+00:00,cs.SD,cs.SD; cs.IR; cs.LG,https://arxiv.org/abs/2601.11262v1,https://arxiv.org/pdf/2601.11262v1,,rejected,62.0,"The abstract states a plausible idea (lyrics-aligned audio embeddings) but does not clearly specify the technical novelty beyond distillation/teacher supervision nor provide concrete methodological details. It also lacks any explicit experimental evidence (datasets, metrics, baselines, ablations) to substantiate claims of parity/superiority and efficiency. Writing is clear, but the contribution as described appears incremental and insufficiently validated.",2026-01-20T21:25:51.181901+00:00,,,,,2026-01-20T21:25:47.767543+00:00,2026-01-20T21:25:51.184128+00:00
2601.11261v1,Effects of Introducing Synaptic Scaling on Spiking Neural Network Learning,"Spiking neural networks (SNNs) employing unsupervised learning methods inspired by neural plasticity are expected to be a new framework for artificial intelligence. In this study, we investigated the effect of multiple types of neural plasticity, such as spike-time-dependent plasticity (STDP) and synaptic scaling, on the learning in a winner-take-all (WTA) network composed of spiking neurons. We implemented a WTA network with multiple types of neural plasticity using Python. The MNIST and the Fashion-MNIST datasets were used for training and testing. We varied the number of neurons, the time constant of STDP, and the normalization method used in synaptic scaling to compare classification accuracy. The results demonstrated that synaptic scaling based on the L2 norm was the most effective in improving classification performance. By implementing L2-norm-based synaptic scaling and setting the number of neurons in both excitatory and inhibitory layers to 400, the network achieved classification accuracies of 88.84 % on the MNIST dataset and 68.01 % on the Fashion-MNIST dataset after one epoch of training.",Shinnosuke Touda; Hirotsugu Okuno,2026-01-16T13:11:14+00:00,cs.NE,cs.NE; cs.LG,https://arxiv.org/abs/2601.11261v1,https://arxiv.org/pdf/2601.11261v1,,rejected,62.0,"The paper studies synaptic scaling variants in an STDP-trained WTA SNN and reports MNIST/Fashion-MNIST accuracies, but the contribution appears incremental and mainly empirical tuning (norm choice, neuron count, STDP time constant) rather than a novel method or analysis. The abstract does not indicate strong baselines, ablations beyond a few hyperparameters, statistical rigor, or mechanistic insight explaining why L2 scaling helps. While the experiments are plausible and the problem is clear, the research value and novelty seem insufficient for a high-quality library entry.",2026-01-20T21:25:54.083112+00:00,,,,,2026-01-20T21:25:51.185720+00:00,2026-01-20T21:25:54.088709+00:00
2601.11259v1,Latent Dynamics Graph Convolutional Networks for model order reduction of parameterized time-dependent PDEs,"Graph Neural Networks (GNNs) are emerging as powerful tools for nonlinear Model Order Reduction (MOR) of time-dependent parameterized Partial Differential Equations (PDEs). However, existing methodologies struggle to combine geometric inductive biases with interpretable latent behavior, overlooking dynamics-driven features or disregarding spatial information. In this work, we address this gap by introducing Latent Dynamics Graph Convolutional Network (LD-GCN), a purely data-driven, encoder-free architecture that learns a global, low-dimensional representation of dynamical systems conditioned on external inputs and parameters. The temporal evolution is modeled in the latent space and advanced through time-stepping, allowing for time-extrapolation, and the trajectories are consistently decoded onto geometrically parameterized domains using a GNN. Our framework enhances interpretability by enabling the analysis of the reduced dynamics and supporting zero-shot prediction through latent interpolation. The methodology is mathematically validated via a universal approximation theorem for encoder-free architectures, and numerically tested on complex computational mechanics problems involving physical and geometric parameters, including the detection of bifurcating phenomena for Navier-Stokes equations. Code availability: https://github.com/lorenzotomada/ld-gcn-rom",Lorenzo Tomada; Federico Pichi; Gianluigi Rozza,2026-01-16T13:10:00+00:00,cs.LG,cs.LG; math.NA,https://arxiv.org/abs/2601.11259v1,https://arxiv.org/pdf/2601.11259v1,,rejected,72.0,"The abstract presents a coherent problem and a seemingly non-trivial architecture (encoder-free latent dynamics with GNN decoding) plus a universal approximation claim, but it remains vague on the concrete methodology (training objective, stability/error control, baselines) and provides no quantitative experimental results in the abstract. Without clear evidence of rigorous evaluation and demonstrated improvements over established MOR/GNN-ROM approaches, the contribution reads as promising but not yet substantiated to high-quality-library standards.",2026-01-20T21:25:58.029329+00:00,,,,,2026-01-20T21:25:54.090293+00:00,2026-01-20T21:25:58.031697+00:00
2601.11258v1,Knowledge is Not Enough: Injecting RL Skills for Continual Adaptation,"Large Language Models (LLMs) face the ""knowledge cutoff"" challenge, where their frozen parametric memory prevents direct internalization of new information. While Supervised Fine-Tuning (SFT) is commonly used to update model knowledge, it often updates factual content without reliably improving the model's ability to use the newly incorporated information for question answering or decision-making. Reinforcement Learning (RL) is essential for acquiring reasoning skills; however, its high computational cost makes it impractical for efficient online adaptation. We empirically observe that the parameter updates induced by SFT and RL are nearly orthogonal. Based on this observation, we propose Parametric Skill Transfer (PaST), a framework that supports modular skill transfer for efficient and effective knowledge adaptation. By extracting a domain-agnostic Skill Vector from a source domain, we can linearly inject knowledge manipulation skills into a target model after it has undergone lightweight SFT on new data. Experiments on knowledge-incorporation QA (SQuAD, LooGLE) and agentic tool-use benchmarks (ToolBench) demonstrate the effectiveness of our method. On SQuAD, PaST outperforms the state-of-the-art self-editing SFT baseline by up to 9.9 points. PaST further scales to long-context QA on LooGLE with an 8.0-point absolute accuracy gain, and improves zero-shot ToolBench success rates by +10.3 points on average with consistent gains across tool categories, indicating strong scalability and cross-domain transferability of the Skill Vector.",Pingzhi Tang; Yiding Wang; Muhan Zhang,2026-01-16T13:08:16+00:00,cs.LG,cs.LG; cs.AI; cs.CL,https://arxiv.org/abs/2601.11258v1,https://arxiv.org/pdf/2601.11258v1,library/pdfs/2601.11258v1.pdf,accepted,78.0,"The paper poses a clear problem (efficient continual adaptation beyond factual SFT) and proposes a non-trivial technical method (orthogonality-motivated modular RL-to-SFT skill transfer via a linear Skill Vector injection). It reports empirical results on multiple benchmarks (SQuAD, LooGLE, ToolBench) with sizable gains and suggests cross-domain transferability, indicating realistic research value. While the orthogonality claim may warrant deeper theoretical justification, the combination of method and multi-task evaluation meets high-quality library standards.",2026-01-20T21:26:01.760841+00:00,,,,,2026-01-20T21:25:58.033364+00:00,2026-01-20T21:26:01.830044+00:00
2601.11255v1,Reasoning in Trees: Improving Retrieval-Augmented Generation for Multi-Hop Question Answering,"Retrieval-Augmented Generation (RAG) has demonstrated significant effectiveness in enhancing large language models (LLMs) for complex multi-hop question answering (QA). For multi-hop QA tasks, current iterative approaches predominantly rely on LLMs to self-guide and plan multi-step exploration paths during retrieval, leading to substantial challenges in maintaining reasoning coherence across steps from inaccurate query decomposition and error propagation. To address these issues, we introduce Reasoning Tree Guided RAG (RT-RAG), a novel hierarchical framework for complex multi-hop QA. RT-RAG systematically decomposes multi-hop questions into explicit reasoning trees, minimizing inaccurate decomposition through structured entity analysis and consensus-based tree selection that clearly separates core queries, known entities, and unknown entities. Subsequently, a bottom-up traversal strategy employs iterative query rewriting and refinement to collect high-quality evidence, thereby mitigating error propagation. Comprehensive experiments show that RT-RAG substantially outperforms state-of-the-art methods by 7.0% F1 and 6.0% EM, demonstrating the effectiveness of RT-RAG in complex multi-hop QA.",Yuling Shi; Maolin Sun; Zijun Liu; Mo Yang; Yixiong Fang; Tianran Sun; Xiaodong Gu,2026-01-16T13:02:25+00:00,cs.CL,cs.CL; cs.LG,https://arxiv.org/abs/2601.11255v1,https://arxiv.org/pdf/2601.11255v1,,rejected,72.0,"The paper proposes a structured “reasoning tree” framework for multi-hop RAG with consensus-based selection and bottom-up evidence collection, which is a plausible but largely incremental refinement of existing query decomposition and iterative retrieval schemes. While the abstract claims sizable gains, it provides insufficient methodological specifics (datasets, baselines, ablations, statistical significance, and failure analysis) to substantiate novelty and rigor at a high-quality library bar. Writing is clear, but the contribution as described is not yet convincingly non-trivial without stronger experimental and analytical evidence.",2026-01-20T21:26:05.759290+00:00,,,,,2026-01-20T21:26:01.831579+00:00,2026-01-20T21:26:05.761733+00:00
2601.11252v1,Beyond Model Scaling: Test-Time Intervention for Efficient Deep Reasoning,"Large Reasoning Models (LRMs) excel at multi-step reasoning but often suffer from inefficient reasoning processes like overthinking and overshoot, where excessive or misdirected reasoning increases computational cost and degrades performance. Existing efficient reasoning methods operate in a closed-loop manner, lacking mechanisms for external intervention to guide the reasoning process. To address this, we propose Think-with-Me, a novel test-time interactive reasoning paradigm that introduces external feedback intervention into the reasoning process. Our key insights are that transitional conjunctions serve as natural points for intervention, signaling phases of self-validation or exploration and using transitional words appropriately to prolong the reasoning enhances performance, while excessive use affects performance. Building on these insights, Think-with-Me pauses reasoning at these points for external feedback, adaptively extending or terminating reasoning to reduce redundancy while preserving accuracy. The feedback is generated via a multi-criteria evaluation (rationality and completeness) and comes from either human or LLM proxies. We train the target model using Group Relative Policy Optimization (GRPO) to adapt to this interactive mode. Experiments show that Think-with-Me achieves a superior balance between accuracy and reasoning length under limited context windows. On AIME24, Think-with-Me outperforms QwQ-32B by 7.19% in accuracy while reducing average reasoning length by 81% under an 8K window. The paradigm also benefits security and creative tasks.",Qianyue Wang; Jinwu Hu; Yufeng Wang; Huanxiang Lin; Bolin Chen; Zhiquan Wen; Yaofo Chen; Mingkui Tan,2026-01-16T13:00:42+00:00,cs.AI,cs.AI,https://arxiv.org/abs/2601.11252v1,https://arxiv.org/pdf/2601.11252v1,library/pdfs/2601.11252v1.pdf,accepted,78.0,"The paper states a clear problem (inefficient/overlong reasoning in LRMs) and proposes a non-trivial test-time interactive intervention framework with identified intervention points and GRPO training. It reports concrete experimental gains (notably on AIME24 with large accuracy improvement and major length reduction under an 8K window), suggesting real methodological substance. While some claims (security/creative benefits, reliance on LLM proxy feedback) may need careful validation, the contribution is sufficiently novel and empirically supported for a high-quality library.",2026-01-20T21:26:09.476717+00:00,,,,,2026-01-20T21:26:05.763348+00:00,2026-01-20T21:26:09.575382+00:00
2601.11234v1,How DDAIR you? Disambiguated Data Augmentation for Intent Recognition,"Large Language Models (LLMs) are effective for data augmentation in classification tasks like intent detection. In some cases, they inadvertently produce examples that are ambiguous with regard to untargeted classes. We present DDAIR (Disambiguated Data Augmentation for Intent Recognition) to mitigate this problem. We use Sentence Transformers to detect ambiguous class-guided augmented examples generated by LLMs for intent recognition in low-resource scenarios. We identify synthetic examples that are semantically more similar to another intent than to their target one. We also provide an iterative re-generation method to mitigate such ambiguities. Our findings show that sentence embeddings effectively help to (re)generate less ambiguous examples, and suggest promising potential to improve classification performance in scenarios where intents are loosely or broadly defined.",Galo Castillo-López; Alexis Lombard; Nasredine Semmar; Gaël de Chalendar,2026-01-16T12:26:55+00:00,cs.CL,cs.CL; cs.LG,https://arxiv.org/abs/2601.11234v1,https://arxiv.org/pdf/2601.11234v1,,rejected,64.0,"The problem (LLM-augmented data causing label ambiguity) is clear, but the contribution appears incremental: using off-the-shelf sentence-embedding similarity to filter/regenerate synthetic examples. The abstract lacks concrete experimental details (datasets, baselines, metrics, magnitude of gains, ablations), making it hard to verify methodological strength and research value from the provided summary.",2026-01-20T21:26:12.075950+00:00,,,,,2026-01-20T21:26:09.576900+00:00,2026-01-20T21:26:12.081268+00:00
2601.11232v1,FactCorrector: A Graph-Inspired Approach to Long-Form Factuality Correction of Large Language Models,"Large language models (LLMs) are widely used in knowledge-intensive applications but often generate factually incorrect responses. A promising approach to rectify these flaws is correcting LLMs using feedback. Therefore, in this paper, we introduce FactCorrector, a new post-hoc correction method that adapts across domains without retraining and leverages structured feedback about the factuality of the original response to generate a correction. To support rigorous evaluations of factuality correction methods, we also develop the VELI5 benchmark, a novel dataset containing systematically injected factual errors and ground-truth corrections. Experiments on VELI5 and several popular long-form factuality datasets show that the FactCorrector approach significantly improves factual precision while preserving relevance, outperforming strong baselines. We release our code at https://ibm.biz/factcorrector.",Javier Carnerero-Cano; Massimiliano Pronesti; Radu Marinescu; Tigran Tchrakian; James Barry; Jasmina Gajcin; Yufang Hou; Alessandra Pascale; Elizabeth Daly,2026-01-16T12:23:58+00:00,cs.CL,cs.CL; cs.AI,https://arxiv.org/abs/2601.11232v1,https://arxiv.org/pdf/2601.11232v1,library/pdfs/2601.11232v1.pdf,accepted,78.0,"The paper states a clear problem (post-hoc factuality correction for long-form LLM outputs) and proposes a concrete method leveraging structured feedback plus a new benchmark (VELI5) to evaluate such correction. It reports experiments on the new dataset and multiple established datasets with comparisons against strong baselines, suggesting non-trivial empirical validation and practical value. While the abstract alone cannot verify methodological rigor in detail, the combination of a new dataset, cross-domain post-hoc approach, and multi-benchmark results meets a high-quality bar.",2026-01-20T21:26:15.131094+00:00,,,,,2026-01-20T21:26:12.082816+00:00,2026-01-20T21:26:15.226050+00:00
2601.11222v1,Operator learning on domain boundary through combining fundamental solution-based artificial data and boundary integral techniques,"For linear partial differential equations with known fundamental solutions, this work introduces a novel operator learning framework that relies exclusively on domain boundary data, including solution values and normal derivatives, rather than full-domain sampling. By integrating the previously developed Mathematical Artificial Data (MAD) method, which enforces physical consistency, all training data are synthesized directly from the fundamental solutions of the target problems, resulting in a fully data-driven pipeline without the need for external measurements or numerical simulations. We refer to this approach as the Mathematical Artificial Data Boundary Neural Operator (MAD-BNO), which learns boundary-to-boundary mappings using MAD-generated Dirichlet-Neumann data pairs. Once trained, the interior solution at arbitrary locations can be efficiently recovered through boundary integral formulations, supporting Dirichlet, Neumann, and mixed boundary conditions as well as general source terms. The proposed method is validated on benchmark operator learning tasks for two-dimensional Laplace, Poisson, and Helmholtz equations, where it achieves accuracy comparable to or better than existing neural operator approaches while significantly reducing training time. The framework is naturally extensible to three-dimensional problems and complex geometries.",Haochen Wu; Heng Wu; Benzhuo Lu,2026-01-16T12:00:52+00:00,cs.LG,cs.LG,https://arxiv.org/abs/2601.11222v1,https://arxiv.org/pdf/2601.11222v1,,rejected,72.0,"The paper presents a coherent idea—learning boundary-to-boundary operators using fundamental-solution-synthesized data combined with boundary integral reconstruction—and claims speed/accuracy gains on 2D Laplace/Poisson/Helmholtz benchmarks. However, based on the abstract alone the contribution appears incremental relative to existing physics-informed/MAD and boundary-integral/operator-learning hybrids, and the experimental evidence is underspecified (unclear baselines, geometries, generalization tests, and error metrics). The claimed extensibility to 3D/complex geometry is not substantiated in the described validation.",2026-01-20T21:26:19.678653+00:00,,,,,2026-01-20T21:26:15.227677+00:00,2026-01-20T21:26:19.680785+00:00
2601.11219v1,SDFLoRA: Selective Dual-Module LoRA for Federated Fine-tuning with Heterogeneous Clients,"Federated learning (FL) for large language models (LLMs) has attracted increasing attention as a way to enable privacy-preserving adaptation over distributed data. Parameter-efficient methods such as LoRA are widely adopted to reduce communication and memory costs. Despite these advances, practical FL deployments often exhibit rank heterogeneity, since different clients may use different low-rank configurations. This makes direct aggregation of LoRA updates biased and unstable. Existing solutions typically enforce unified ranks or align heterogeneous updates into a shared subspace, which over-constrains client-specific semantics, limits personalization, and provides weak protection of local client information under differential privacy noise. To address this issue, we propose Selective Dual-module Federated LoRA (SDFLoRA), which decomposes each client adapter into a global module that captures transferable knowledge and a local module that preserves client-specific adaptations. The global module is selectively aligned and aggregated across clients, while local modules remain private. This design enables robust learning under rank heterogeneity and supports privacy-aware optimization by injecting differential privacy noise exclusively into the global module. Experiments on GLUE benchmarks demonstrate that SDFLoRA outperforms representative federated LoRA baselines and achieves a better utility-privacy trade-off.",Zhikang Shen; Jianrong Lu; Haiyuan Wan; Jianhai Chen,2026-01-16T11:53:38+00:00,cs.LG,cs.LG; cs.AI,https://arxiv.org/abs/2601.11219v1,https://arxiv.org/pdf/2601.11219v1,,rejected,64.0,"The paper presents a plausible idea (splitting LoRA into global/local modules to handle heterogeneous ranks and DP noise), but the abstract suggests an incremental modification of existing federated PEFT/aggregation schemes rather than a clearly novel technical advance. Evidence is limited to GLUE, with no indication of thorough heterogeneity stress tests, ablations, statistical robustness, or comparisons to strong personalization/heterogeneous-FL baselines, making the experimental validation insufficient for a high-quality library.",2026-01-20T21:26:22.607864+00:00,,,,,2026-01-20T21:26:19.682440+00:00,2026-01-20T21:26:22.610090+00:00
2601.11217v1,Model-free policy gradient for discrete-time mean-field control,"We study model-free policy learning for discrete-time mean-field control (MFC) problems with finite state space and compact action space. In contrast to the extensive literature on value-based methods for MFC, policy-based approaches remain largely unexplored due to the intrinsic dependence of transition kernels and rewards on the evolving population state distribution, which prevents the direct use of likelihood-ratio estimators of policy gradients from classical single-agent reinforcement learning. We introduce a novel perturbation scheme on the state-distribution flow and prove that the gradient of the resulting perturbed value function converges to the true policy gradient as the perturbation magnitude vanishes. This construction yields a fully model-free estimator based solely on simulated trajectories and an auxiliary estimate of the sensitivity of the state distribution. Building on this framework, we develop MF-REINFORCE, a model-free policy gradient algorithm for MFC, and establish explicit quantitative bounds on its bias and mean-squared error. Numerical experiments on representative mean-field control tasks demonstrate the effectiveness of the proposed approach.",Matthieu Meunier; Huyên Pham; Christoph Reisinger,2026-01-16T11:49:25+00:00,math.OC,math.OC; cs.LG,https://arxiv.org/abs/2601.11217v1,https://arxiv.org/pdf/2601.11217v1,,rejected,71.0,"The paper states a clear problem and proposes a plausible perturbation-based policy-gradient estimator with theoretical bias/MSE bounds, which is a substantive contribution. However, based on the abstract alone, the experimental validation is described too generically (no details on baselines, scale, or robustness), and the novelty appears potentially incremental relative to known smoothing/perturbation ideas in gradient estimation. The evidence presented in the abstract is not strong enough to meet a high-quality library threshold.",2026-01-20T21:26:25.249544+00:00,,,,,2026-01-20T21:26:22.611807+00:00,2026-01-20T21:26:25.251723+00:00
2601.11207v1,LoRA as Oracle,"Backdoored and privacy-leaking deep neural networks pose a serious threat to the deployment of machine learning systems in security-critical settings. Existing defenses for backdoor detection and membership inference typically require access to clean reference models, extensive retraining, or strong assumptions about the attack mechanism. In this work, we introduce a novel LoRA-based oracle framework that leverages low-rank adaptation modules as a lightweight, model-agnostic probe for both backdoor detection and membership inference. Our approach attaches task-specific LoRA adapters to a frozen backbone and analyzes their optimization dynamics and representation shifts when exposed to suspicious samples. We show that poisoned and member samples induce distinctive low-rank updates that differ significantly from those generated by clean or non-member data. These signals can be measured using simple ranking and energy-based statistics, enabling reliable inference without access to the original training data or modification of the deployed model.",Marco Arazzi; Antonino Nocera,2026-01-16T11:32:32+00:00,cs.CR,cs.CR; cs.AI,https://arxiv.org/abs/2601.11207v1,https://arxiv.org/pdf/2601.11207v1,,rejected,58.0,"The abstract proposes an interesting LoRA-based probing idea but remains high-level and does not specify concrete threat models, assumptions, baselines, or experimental evidence needed to validate reliability claims. Key methodological details (how the oracle is trained, what statistics are computed, robustness to adaptive attackers, and applicability across architectures/tasks) are missing, making the contribution hard to assess as non-trivial and reproducible. Without clear experimental substantiation and quantified results, it does not meet the bar for a high-quality library entry.",2026-01-20T21:26:28.512806+00:00,,,,,2026-01-20T21:26:25.253314+00:00,2026-01-20T21:26:28.519090+00:00
2601.11202v1,Epistemic Control and the Normativity of Machine Learning-Based Science,"The past few years have witnessed an increasing use of machine learning (ML) systems in science. Paul Humphreys has argued that, because of specific characteristics of ML systems, human scientists are pushed out of the loop of science. In this chapter, I investigate to what extent this is true. First, I express these concerns in terms of what I call epistemic control. I identify two conditions for epistemic control, called tracking and tracing, drawing on works in philosophy of technology. With this new understanding of the problem, I then argue against Humphreys pessimistic view. Finally, I construct a more nuanced view of epistemic control in ML-based science.",Emanuele Ratti,2026-01-16T11:24:22+00:00,cs.CY,cs.CY; cs.AI,https://arxiv.org/abs/2601.11202v1,https://arxiv.org/pdf/2601.11202v1,,rejected,46.0,"This is a conceptual/philosophy chapter with no clear technical contribution or empirical/experimental methodology to evaluate, relying mainly on argumentation and reframing (""epistemic control"" via tracking/tracing). The abstract suggests incremental conceptual synthesis rather than novel, testable claims or actionable guidance for ML-based science, making its research value limited for a high-quality technical library.",2026-01-20T21:26:31.376395+00:00,,,,,2026-01-20T21:26:28.520703+00:00,2026-01-20T21:26:31.378971+00:00
2601.11200v1,FAQ: Mitigating Quantization Error via Regenerating Calibration Data with Family-Aware Quantization,"Although post-training quantization (PTQ) provides an efficient numerical compression scheme for deploying large language models (LLMs) on resource-constrained devices, the representativeness and universality of calibration data remain a core bottleneck in determining the accuracy of quantization parameters. Traditional PTQ methods typically rely on limited samples, making it difficult to capture the activation distribution during the inference phase, leading to biases in quantization parameters. To address this, we propose \textbf{FAQ} (Family-Aware Quantization), a calibration data regeneration framework that leverages prior knowledge from LLMs of the same family to generate high-fidelity calibration samples. Specifically, FAQ first inputs the original calibration samples into a larger LLM from the same family as the target model, regenerating a series of high-fidelity calibration data using a highly consistent knowledge system. Subsequently, this data, carrying Chain-of-Thought reasoning and conforming to the expected activation distribution, undergoes group competition under expert guidance to select the best samples, which are then re-normalized to enhance the effectiveness of standard PTQ. Experiments on multiple model series, including Qwen3-8B, show that FAQ reduces accuracy loss by up to 28.5\% compared to the baseline with original calibration data, demonstrating its powerful potential and contribution.",Haiyang Xiao; Weiqing Li; Jinyue Guo; Guochao Jiang; Guohua Liu; Yuewei Zhang,2026-01-16T11:22:23+00:00,cs.LG,cs.LG; cs.AI,https://arxiv.org/abs/2601.11200v1,https://arxiv.org/pdf/2601.11200v1,,rejected,62.0,"The paper’s core idea—regenerating PTQ calibration data using a larger same-family model plus heuristic selection—is plausible but appears incremental and underspecified (e.g., what “group competition under expert guidance” concretely is, and why it matches activation distributions). The abstract reports a single headline gain (“up to 28.5% accuracy loss reduction”) without clear experimental rigor details (tasks/metrics, baselines, ablations, calibration budget, and cost/feasibility of requiring a larger family model). Overall, the contribution and evidence as stated are not strong enough for a high-quality library.",2026-01-20T21:26:35.546790+00:00,,,,,2026-01-20T21:26:31.380777+00:00,2026-01-20T21:26:35.549073+00:00
2601.11199v1,SD-RAG: A Prompt-Injection-Resilient Framework for Selective Disclosure in Retrieval-Augmented Generation,"Retrieval-Augmented Generation (RAG) has attracted significant attention due to its ability to combine the generative capabilities of Large Language Models (LLMs) with knowledge obtained through efficient retrieval mechanisms over large-scale data collections. Currently, the majority of existing approaches overlook the risks associated with exposing sensitive or access-controlled information directly to the generation model. Only a few approaches propose techniques to instruct the generative model to refrain from disclosing sensitive information; however, recent studies have also demonstrated that LLMs remain vulnerable to prompt injection attacks that can override intended behavioral constraints. For these reasons, we propose a novel approach to Selective Disclosure in Retrieval-Augmented Generation, called SD-RAG, which decouples the enforcement of security and privacy constraints from the generation process itself. Rather than relying on prompt-level safeguards, SD-RAG applies sanitization and disclosure controls during the retrieval phase, prior to augmenting the language model's input. Moreover, we introduce a semantic mechanism to allow the ingestion of human-readable dynamic security and privacy constraints together with an optimized graph-based data model that supports fine-grained, policy-aware retrieval. Our experimental evaluation demonstrates the superiority of SD-RAG over baseline existing approaches, achieving up to a $58\%$ improvement in the privacy score, while also showing a strong resilience to prompt injection attacks targeting the generative model.",Aiman Al Masoud; Marco Arazzi; Antonino Nocera,2026-01-16T11:22:02+00:00,cs.CR,cs.CR; cs.AI,https://arxiv.org/abs/2601.11199v1,https://arxiv.org/pdf/2601.11199v1,,rejected,71.0,"The paper has a clear problem statement and a plausible architectural idea (enforcing disclosure constraints at retrieval time), but the abstract lacks enough methodological detail to judge rigor (threat model, baselines, datasets, attack suite, and how the ""privacy score"" is defined). The claimed improvements (e.g., 58%) are hard to assess without clarity on evaluation design and whether comparisons are to strong, state-of-the-art defenses, making the contribution seem potentially incremental rather than decisively novel.",2026-01-20T21:26:38.609329+00:00,,,,,2026-01-20T21:26:35.550714+00:00,2026-01-20T21:26:38.611816+00:00
